0.016667 0.000000
0.050000 0.000000
0.083333 0.000000
0.116667 0.000000
0.150000 0.000000
0.183333 0.000000
0.216667 0.000000
0.250000 0.000000
0.283333 14.000000
0.316667 44.000000
0.350000 94.000000
0.383333 127.000000
0.416667 95.000000
0.450000 79.000000
0.483333 42.000000
0.516667 57.000000
0.550000 139.000000
0.583333 171.000000
0.616667 239.000000
0.650000 219.000000
0.683333 260.000000
0.716667 268.000000
0.750000 295.000000
0.783333 275.000000
0.816667 265.000000
0.850000 263.000000
0.883333 335.000000
0.916667 289.000000
0.950000 287.000000
0.983333 298.000000
1.016667 300.000000
1.050000 266.000000
1.083333 288.000000
1.116667 289.000000
1.150000 277.000000
1.183333 309.000000
1.216667 315.000000
1.250000 323.000000
1.283333 296.000000
1.316667 341.000000
1.350000 289.000000
1.383333 261.000000
1.416667 289.000000
1.450000 280.000000
1.483333 306.000000
1.516667 313.000000
1.550000 322.000000
1.583333 295.000000
1.616667 286.000000
1.650000 284.000000
1.683333 288.000000
1.716667 302.000000
1.750000 243.000000
1.783333 246.000000
1.816667 261.000000
1.850000 261.000000
1.883333 246.000000
1.916667 226.000000
1.950000 226.000000
1.983333 206.000000
2.016667 238.000000
2.050000 226.000000
2.083333 214.000000
2.116667 191.000000
2.150000 181.000000
2.183333 204.000000
2.216667 174.000000
2.250000 210.000000
2.283333 158.000000
2.316667 185.000000
2.350000 153.000000
2.383333 160.000000
2.416667 134.000000
2.450000 151.000000
2.483333 173.000000
2.516667 134.000000
2.550000 149.000000
2.583333 158.000000
2.616667 138.000000
2.650000 121.000000
2.683333 102.000000
2.716667 124.000000
2.750000 125.000000
2.783333 119.000000
2.816667 102.000000
2.850000 112.000000
2.883333 117.000000
2.916667 85.000000
2.950000 93.000000
2.983333 87.000000
3.016667 99.000000
3.050000 96.000000
3.083333 85.000000
3.116667 57.000000
3.150000 82.000000
3.183333 68.000000
3.216667 77.000000
3.250000 72.000000
3.283333 76.000000
3.316667 60.000000
3.350000 64.000000
3.383333 58.000000
3.416667 62.000000
3.450000 60.000000
3.483333 45.000000
3.516667 56.000000
3.550000 41.000000
3.583333 34.000000
3.616667 46.000000
3.650000 37.000000
3.683333 36.000000
3.716667 46.000000
3.750000 35.000000
3.783333 26.000000
3.816667 24.000000
3.850000 29.000000
3.883333 36.000000
3.916667 21.000000
3.950000 20.000000
3.983333 22.000000
4.016667 17.000000
4.050000 13.000000
4.083333 16.000000
4.116667 21.000000
4.150000 17.000000
4.183333 14.000000
4.216667 10.000000
4.250000 12.000000
4.283333 13.000000
4.316667 15.000000
4.350000 15.000000
4.383333 12.000000
4.416667 9.000000
4.450000 7.000000
4.483333 12.000000
4.516667 9.000000
4.550000 13.000000
4.583333 6.000000
4.616667 8.000000
4.650000 4.000000
4.683333 7.000000
4.716667 10.000000
4.750000 4.000000
4.783333 1.000000
4.816667 4.000000
4.850000 3.000000
4.883333 1.000000
4.916667 3.000000
4.950000 0.000000
4.983333 1.000000
