0.016667 0.000000
0.050000 0.000000
0.083333 0.000000
0.116667 0.000000
0.150000 0.000000
0.183333 0.000000
0.216667 0.000000
0.250000 0.000000
0.283333 19.000000
0.316667 95.000000
0.350000 188.000000
0.383333 192.000000
0.416667 200.000000
0.450000 154.000000
0.483333 62.000000
0.516667 90.000000
0.550000 233.000000
0.583333 320.000000
0.616667 331.000000
0.650000 310.000000
0.683333 327.000000
0.716667 405.000000
0.750000 406.000000
0.783333 355.000000
0.816667 397.000000
0.850000 338.000000
0.883333 373.000000
0.916667 388.000000
0.950000 373.000000
0.983333 372.000000
1.016667 344.000000
1.050000 379.000000
1.083333 338.000000
1.116667 407.000000
1.150000 401.000000
1.183333 336.000000
1.216667 379.000000
1.250000 396.000000
1.283333 366.000000
1.316667 354.000000
1.350000 409.000000
1.383333 325.000000
1.416667 338.000000
1.450000 334.000000
1.483333 389.000000
1.516667 322.000000
1.550000 335.000000
1.583333 301.000000
1.616667 328.000000
1.650000 364.000000
1.683333 325.000000
1.716667 321.000000
1.750000 309.000000
1.783333 284.000000
1.816667 290.000000
1.850000 292.000000
1.883333 255.000000
1.916667 267.000000
1.950000 256.000000
1.983333 273.000000
2.016667 213.000000
2.050000 213.000000
2.083333 221.000000
2.116667 226.000000
2.150000 247.000000
2.183333 233.000000
2.216667 195.000000
2.250000 190.000000
2.283333 203.000000
2.316667 170.000000
2.350000 194.000000
2.383333 175.000000
2.416667 194.000000
2.450000 180.000000
2.483333 213.000000
2.516667 142.000000
2.550000 149.000000
2.583333 158.000000
2.616667 154.000000
2.650000 161.000000
2.683333 149.000000
2.716667 155.000000
2.750000 145.000000
2.783333 122.000000
2.816667 115.000000
2.850000 120.000000
2.883333 119.000000
2.916667 96.000000
2.950000 109.000000
2.983333 116.000000
3.016667 105.000000
3.050000 105.000000
3.083333 100.000000
3.116667 71.000000
3.150000 72.000000
3.183333 80.000000
3.216667 76.000000
3.250000 78.000000
3.283333 85.000000
3.316667 77.000000
3.350000 69.000000
3.383333 62.000000
3.416667 47.000000
3.450000 59.000000
3.483333 39.000000
3.516667 36.000000
3.550000 40.000000
3.583333 56.000000
3.616667 50.000000
3.650000 43.000000
3.683333 45.000000
3.716667 56.000000
3.750000 40.000000
3.783333 44.000000
3.816667 35.000000
3.850000 36.000000
3.883333 37.000000
3.916667 11.000000
3.950000 35.000000
3.983333 18.000000
4.016667 32.000000
4.050000 15.000000
4.083333 20.000000
4.116667 18.000000
4.150000 29.000000
4.183333 19.000000
4.216667 22.000000
4.250000 14.000000
4.283333 21.000000
4.316667 10.000000
4.350000 9.000000
4.383333 14.000000
4.416667 12.000000
4.450000 14.000000
4.483333 17.000000
4.516667 13.000000
4.550000 24.000000
4.583333 10.000000
4.616667 8.000000
4.650000 7.000000
4.683333 5.000000
4.716667 12.000000
4.750000 6.000000
4.783333 7.000000
4.816667 9.000000
4.850000 7.000000
4.883333 5.000000
4.916667 4.000000
4.950000 6.000000
4.983333 1.000000
